x,y
60.42070115254635,54.12927541655911
29.807903575051576,25.3832190371738
39.91545785846227,51.48216349029423
77.51255941801128,72.98677028384017
20.2713716677974,15.109125364807761
95.01734435878993,84.69534109982757
33.73994829836144,46.8611040201955
56.941845344704944,51.91300000937588
70.57901871064914,64.06917234874318
74.86062992111565,67.65998393411435
74.9923965442023,51.95623255342711
62.65013592054775,55.62666471660673
72.70865753387395,62.470148721711155
81.19160973369021,90.50688568281988
41.47949409320536,39.33731127689166
35.64973128782327,29.815477419730584
57.68349275203115,39.64298729892528
31.368329767811986,32.47637466684567
86.71707233965405,75.12257639319165
80.44472454575086,80.85280725941678
60.34201453907545,31.161648217818744
74.37787749802635,68.72997275090903
96.89316749487908,85.4402812610314
87.82281030872271,62.81113290846169
17.959259107041923,5.7005720352627165
24.056500995243123,13.077017169755397
89.07111783272454,92.46481561574713
10.846720787580189,5.824244163078541
26.98233916886348,40.64107729167878
10.161512433282805,28.04538469925774
18.073855988837717,21.278192049511713
54.28594955017285,59.71272285867479
76.35243292083157,80.92686153057993
22.77270758384783,21.503946966191673
93.07198052799146,88.1892639630552
77.04904234373848,72.72595784783957
67.6604407625102,71.06938399675057
16.12073673502864,14.284137896807419
7.889061976360356,7.075749683565927
0.71336459474729,0.0
7.170054210950594,18.258578932557093
15.420790035780785,27.6499679433756
67.67746220559103,41.50099080357224
88.36387532964314,83.94185772511062
16.700700920957768,1.2856686924113276
50.482323996467926,55.81005799816015
66.28987822853702,54.37661378639751
7.459740176518559,6.06200033453255
72.98014977043512,63.00281144131905
78.3643079599085,86.6425384792193
30.809593642419298,36.31358814356907
99.56822705664757,90.23168896195695
37.96722174929522,31.08424562693427
97.89690318698804,99.51873502912403
29.072391951486086,36.45339911872048
86.5563369552553,100.0
1.9319829542338018,12.00374771349743
85.48790456460267,74.43986956273703
51.97000640265982,43.924029377635904
99.10459621168128,95.81131958724791
17.580857059453038,25.256121234021357
71.5920581554565,58.20277774952738
30.00944006172077,25.128078598646447
59.0079973345209,47.78238979118959
68.78661834282063,50.761782216926065
75.04090448320692,67.44566570365126
83.36551901707963,77.82534158951097
94.96049930324769,86.23717470710166
17.535215626145394,18.395995692913925
29.00224756894637,29.05438704386381
68.35308511977225,68.11930332208746
33.317832700462716,26.18157012632451
3.41390200949665,0.0
45.78392242813615,42.73203225104039
2.5815312392130862,10.055521860351114
63.01045204283929,67.69583757285123
79.05288022586733,77.18581812654705
75.63823825735955,59.92866033904009
93.72041670199806,94.28918459872321
13.995874329290059,8.46842144970432
20.787741546377504,9.189130114126984
85.43490338926706,79.95006204121279
45.74175429687914,51.66343605403992
31.90212993914382,35.15236501868941
72.97100791225087,69.40773349303277
78.34574741731804,70.13538284469423
36.87471074356051,34.62821803566494
45.830569595691294,38.45840032449285
11.064398199200475,6.838842508328074
36.096533043152924,21.057400348221
52.403566234044206,41.860724731129075
60.360104098697946,55.92676460931849
60.02482137147743,47.918520486119995
83.19163909562809,74.4610534343254
0.46937770886227304,12.606968192607885
54.036936542863245,52.803048906678676
30.233376021058824,39.81149500672476
2.143174680439275,1.638810110863135
73.80100967769555,87.73582011289687
70.86453968776479,56.029493397178726
69.03421988108676,59.50182693056479
91.72942955810744,81.89183964601831
26.661672427822346,26.677287301238316
8.540208684329064,11.431351265260663
59.98011296777478,42.41165405859912
80.3372511770245,87.56014577087625
93.36322462462816,68.67867881325819
31.399937322833537,38.916448961656414
65.68624120688153,66.57880431530137
27.91226159928566,33.15879726899469
97.0162790762979,74.77894654558675
91.73181331366402,70.95941715530616
79.56726307434661,81.46615872647821
29.845915354864662,23.227039065663032
14.066684891738479,15.817870865626052
82.5916910275802,66.54592538891768
2.384653224967659,0.0
95.20010687299188,96.05907850511801
89.45657058719027,82.08845032595616
79.93856306137494,76.92715192061728
60.948014093412404,54.266741755931065
88.63519984272594,76.55254308308868
14.135660772856362,8.098964267255734
98.53875776683894,77.97976575729663
34.206911026761766,19.91368642150745
29.025858848101148,28.73384828935672
78.91093422670232,68.29916628993618
47.74603417968293,41.031166742637424
9.959778684528208,16.879110901529575
62.67010947033531,51.81645253957361
22.42373211104347,13.776777574139711
2.9404617338098737,1.967174743376618
31.787501394592464,31.620883737931564
65.42534424077627,61.8986365334929
55.6179577840697,34.631136205395684
36.55293652749435,11.817528424605634
62.062315001095236,51.74825027956054
53.56142601501522,32.12571208050313
68.29954655695533,51.85832389388407
37.88950056898898,31.670629163688005
92.100305550582,81.41932054240664
33.45661421480516,24.66159156661977
18.762829951166747,28.286937444224645
2.079304087184164,13.399662797525032
94.61487632776256,90.48571726150881
28.966519821529644,35.37966222671264
66.4557764836357,72.15182297495383
11.243974834436244,20.26148246135424
30.378888028349728,33.66512630998116
83.98734478650822,83.9215434671947
52.96387382950207,52.59275860582001
86.35933750802012,87.64794572769296
8.446433188168555,11.22440921392501
65.20560442990111,61.16971536527571
14.35525369026368,10.21102981263524
0.8557666059033076,0.0
59.83796606867857,70.02269834268235
16.405083153642853,4.743487490136159
60.44235064552219,44.980973796192785
77.22626908232321,75.0962067419681
15.020704314490786,7.710932120319887
70.23775165551667,67.10756870612285
